Offer,Description,Eligible Credit Cards,Eligible Debit Cards
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum Choice Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum Shopsmart Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank World Plus MasterCard Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank World Plus Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",Indianoil RBL Bank Xtra Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank DMI Finance Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum TravelEasy Visa Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum LifeEasy Visa Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum TravelEasy Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum Edge Credit Card,
Get 5% discount using using RBL Bank Credit Cards,"Offer valid only on RBL Bank Credit Cards. Applicable once per user during the offer period. Valid on all items except select Mobile Phones, Tablets, Laptops, Pharmaceuticals & certain Gold articles.",RBL Bank Platinum LifeEasy Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank VCard,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Cookie Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Shoprite Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Platinum Maxima Plus Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank MoneyTap Black Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Platinum Maxima Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Movies and More Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Paisabazaar Duet Plus Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Bankbazaar Savemax Pro Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Bankbazaar Savemax Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank iGlobe Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Insignia Preferred Banking Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Play Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank World Safari Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Platinum Delight Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Monthly Treats Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Lazy Pay Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Icon Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Paisabazaar Duet Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank MoneyTap Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Mocash Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Platinum Classic Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Platinum Advantage Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Platinum Plus Visa Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Platinum ValuePlus MasterCard Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Novio RuPay Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Platinum ValuePlus Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Patanjali Vishisht RuPay Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Platinum Shopgain Visa Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Platinum Bonus Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Platinum ShopSmart MasterCard Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank Binge Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",TVS Credit RBL Bank Gold Mastercard Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",IndianOil RBL Bank Credit Card,
Get 7.5% discount on Smart Phones using RBL Bank Credit Cards,"Applicable once per user during the offer period. Valid only on select Mobile Phones, Tablets & Laptops. Valid on payments made using RBL Bank Credit Cards. Other T&Cs may apply.",RBL Bank MyFirst Credit Card,
